11:6:45	INICIO maoni. Escuchando en el puerto: 5555
11:6:50	Request file: /css/maps/jquery-jvectormap-2.0.3.css
11:6:50	filename: c:\projectes\Maoni\Maoni\protected\css\maps\jquery-jvectormap-2.0.3.css
11:6:50	ext: .CSS
11:6:50	Request file: /vendors/select2/dist/css/select2.min.css
11:6:50	filename: c:\projectes\Maoni\Maoni\protected\vendors\select2\dist\css\select2.min.css
11:6:50	ext: .CSS
11:6:51	Request file: /images/img.jpg
11:6:51	filename: c:\projectes\Maoni\Maoni\protected\images\img.jpg
11:6:51	ext: .JPG
11:6:51	filename: c:\projectes\Maoni\Maoni\protected\vendors\parsleyjs\dist\parsley.min.js
11:6:51	ext: .JS
11:6:51	Request file: /vendors/parsleyjs/dist/parsley.min.js
11:6:51	Request file: /js/moment/moment.min.js
11:6:51	Request file: /js/datepicker/daterangepicker.js
11:6:51	filename: c:\projectes\Maoni\Maoni\protected\js\datepicker\daterangepicker.js
11:6:51	ext: .JS
11:6:51	ext: .JS
11:6:51	filename: c:\projectes\Maoni\Maoni\protected\js\moment\moment.min.js
11:6:51	Request file: /vendors/select2/dist/js/select2.full.min.js
11:6:51	filename: c:\projectes\Maoni\Maoni\protected\vendors\select2\dist\js\select2.full.min.js
11:6:51	ext: .JS
11:6:51	Request file: /js/custom.js
11:6:51	filename: c:\projectes\Maoni\Maoni\protected\js\custom.js
11:6:51	ext: .JS
11:6:51	filename: c:\projectes\Maoni\Maoni\protected\vendors\jquery\dist\jquery.min.js
11:6:51	Request file: /vendors/jquery/dist/jquery.min.js
11:6:51	ext: .JS
11:6:51	Request file: /vendors/font-awesome/fonts/fontawesome-webfont.woff2?v=4.6.1
11:6:51	filename: c:\projectes\Maoni\Maoni\protected\vendors\font-awesome\fonts\fontawesome-webfont.woff2
11:6:51	ext: .WOFF2
11:6:51	Request file: /vendors/bootstrap/dist/fonts/glyphicons-halflings-regular.woff2
11:6:51	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap\dist\fonts\glyphicons-halflings-regular.woff2
11:6:51	ext: .WOFF2
11:6:57	Request file: /@@MENU@@_page_201.html?SESSIONKEY=74396
11:6:57	filename: c:\projectes\Maoni\Maoni\protected\@@MENU@@_page_201.html
11:6:57	ext: .HTML
11:6:57	Request file: /vendors/bootstrap/dist/css/bootstrap.min.css
11:6:57	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap\dist\css\bootstrap.min.css
11:6:57	ext: .CSS
11:6:57	Request file: /vendors/font-awesome/css/font-awesome.min.css
11:6:57	filename: c:\projectes\Maoni\Maoni\protected\vendors\font-awesome\css\font-awesome.min.css
11:6:57	ext: .CSS
11:6:57	Request file: /vendors/iCheck/skins/flat/green.css
11:6:57	filename: c:\projectes\Maoni\Maoni\protected\vendors\iCheck\skins\flat\green.css
11:6:57	ext: .CSS
11:6:57	Request file: /vendors/bootstrap-progressbar/css/bootstrap-progressbar-3.3.4.min.css
11:6:57	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap-progressbar\css\bootstrap-progressbar-3.3.4.min.css
11:6:57	ext: .CSS
11:6:57	Request file: /css/maps/jquery-jvectormap-2.0.3.css
11:6:57	filename: c:\projectes\Maoni\Maoni\protected\css\maps\jquery-jvectormap-2.0.3.css
11:6:57	ext: .CSS
11:6:57	Request file: /vendors/select2/dist/css/select2.min.css
11:6:57	filename: c:\projectes\Maoni\Maoni\protected\vendors\select2\dist\css\select2.min.css
11:6:57	ext: .CSS
11:6:57	Request file: /css/toastr.css
11:6:57	filename: c:\projectes\Maoni\Maoni\protected\css\toastr.css
11:6:57	ext: .CSS
11:6:57	filename: c:\projectes\Maoni\Maoni\protected\css\custom.css
11:6:57	ext: .CSS
11:6:57	Request file: /css/custom.css
11:6:57	filename: c:\projectes\Maoni\Maoni\protected\vendors\jquery\dist\jquery.min.js
11:6:57	ext: .JS
11:6:57	Request file: /vendors/jquery/dist/jquery.min.js
11:6:57	Request file: /vendors/bootstrap/dist/js/bootstrap.min.js
11:6:57	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap\dist\js\bootstrap.min.js
11:6:57	ext: .JS
11:6:57	Request file: /vendors/parsleyjs/dist/parsley.min.js
11:6:57	filename: c:\projectes\Maoni\Maoni\protected\vendors\parsleyjs\dist\parsley.min.js
11:6:57	ext: .JS
11:6:57	Request file: /js/toastr.js
11:6:57	filename: c:\projectes\Maoni\Maoni\protected\js\toastr.js
11:6:57	ext: .JS
11:6:57	filename: c:\projectes\Maoni\Maoni\protected\js\moment\moment.min.js
11:6:57	Request file: /js/moment/moment.min.js
11:6:57	ext: .JS
11:6:57	Request file: /js/datepicker/daterangepicker.js
11:6:57	filename: c:\projectes\Maoni\Maoni\protected\js\datepicker\daterangepicker.js
11:6:57	ext: .JS
11:6:57	Request file: /vendors/select2/dist/js/select2.full.min.js
11:6:57	filename: c:\projectes\Maoni\Maoni\protected\vendors\select2\dist\js\select2.full.min.js
11:6:57	ext: .JS
11:6:57	filename: c:\projectes\Maoni\Maoni\protected\js\custom.js
11:6:57	Request file: /js/custom.js
11:6:57	ext: .JS
11:6:57	Request file: /js/lib.js
11:6:57	filename: c:\projectes\Maoni\Maoni\protected\js\lib.js
11:6:57	ext: .JS
11:6:57	Request file: /img/logoGo.png
11:6:57	filename: c:\projectes\Maoni\Maoni\protected\img\logoGo.png
11:6:57	ext: .PNG
11:6:57	Request file: /images/img.jpg
11:6:57	filename: c:\projectes\Maoni\Maoni\protected\images\img.jpg
11:6:57	ext: .JPG
11:6:58	Request file: /vendors/jquery/dist/jquery.min.js
11:6:58	ext: .JS
11:6:58	filename: c:\projectes\Maoni\Maoni\protected\vendors\jquery\dist\jquery.min.js
11:7:0	Request file: /@@MENU@@_page_202.html?SESSIONKEY=74396
11:7:0	filename: c:\projectes\Maoni\Maoni\protected\@@MENU@@_page_202.html
11:7:0	ext: .HTML
11:7:0	Request file: /vendors/bootstrap/dist/css/bootstrap.min.css
11:7:0	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap\dist\css\bootstrap.min.css
11:7:0	ext: .CSS
11:7:0	Request file: /vendors/font-awesome/css/font-awesome.min.css
11:7:0	filename: c:\projectes\Maoni\Maoni\protected\vendors\font-awesome\css\font-awesome.min.css
11:7:0	ext: .CSS
11:7:0	Request file: /vendors/iCheck/skins/flat/green.css
11:7:0	filename: c:\projectes\Maoni\Maoni\protected\vendors\iCheck\skins\flat\green.css
11:7:0	ext: .CSS
11:7:0	Request file: /vendors/bootstrap-progressbar/css/bootstrap-progressbar-3.3.4.min.css
11:7:0	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap-progressbar\css\bootstrap-progressbar-3.3.4.min.css
11:7:0	ext: .CSS
11:7:0	Request file: /css/maps/jquery-jvectormap-2.0.3.css
11:7:0	filename: c:\projectes\Maoni\Maoni\protected\css\maps\jquery-jvectormap-2.0.3.css
11:7:0	ext: .CSS
11:7:0	Request file: /vendors/select2/dist/css/select2.min.css
11:7:0	filename: c:\projectes\Maoni\Maoni\protected\vendors\select2\dist\css\select2.min.css
11:7:0	ext: .CSS
11:7:0	Request file: /css/toastr.css
11:7:0	filename: c:\projectes\Maoni\Maoni\protected\css\toastr.css
11:7:0	ext: .CSS
11:7:0	Request file: /css/custom.css
11:7:0	filename: c:\projectes\Maoni\Maoni\protected\css\custom.css
11:7:0	ext: .CSS
11:7:0	Request file: /vendors/jquery/dist/jquery.min.js
11:7:0	filename: c:\projectes\Maoni\Maoni\protected\vendors\jquery\dist\jquery.min.js
11:7:0	ext: .JS
11:7:0	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap\dist\js\bootstrap.min.js
11:7:0	Request file: /vendors/bootstrap/dist/js/bootstrap.min.js
11:7:0	ext: .JS
11:7:0	Request file: /vendors/parsleyjs/dist/parsley.min.js
11:7:0	filename: c:\projectes\Maoni\Maoni\protected\vendors\parsleyjs\dist\parsley.min.js
11:7:0	ext: .JS
11:7:0	Request file: /js/toastr.js
11:7:0	filename: c:\projectes\Maoni\Maoni\protected\js\toastr.js
11:7:0	ext: .JS
11:7:0	Request file: /js/moment/moment.min.js
11:7:0	filename: c:\projectes\Maoni\Maoni\protected\js\moment\moment.min.js
11:7:0	ext: .JS
11:7:0	Request file: /js/datepicker/daterangepicker.js
11:7:0	filename: c:\projectes\Maoni\Maoni\protected\js\datepicker\daterangepicker.js
11:7:0	ext: .JS
11:7:0	Request file: /vendors/select2/dist/js/select2.full.min.js
11:7:0	filename: c:\projectes\Maoni\Maoni\protected\vendors\select2\dist\js\select2.full.min.js
11:7:0	ext: .JS
11:7:0	Request file: /js/custom.js
11:7:0	Request file: /js/lib.js
11:7:0	filename: c:\projectes\Maoni\Maoni\protected\js\lib.js
11:7:0	ext: .JS
11:7:0	filename: c:\projectes\Maoni\Maoni\protected\js\custom.js
11:7:0	ext: .JS
11:7:0	Request file: /img/logoGo.png
11:7:0	filename: c:\projectes\Maoni\Maoni\protected\img\logoGo.png
11:7:0	ext: .PNG
11:7:0	Request file: /images/img.jpg
11:7:0	filename: c:\projectes\Maoni\Maoni\protected\images\img.jpg
11:7:0	ext: .JPG
11:7:0	Request file: /vendors/jquery/dist/jquery.min.js
11:7:0	filename: c:\projectes\Maoni\Maoni\protected\vendors\jquery\dist\jquery.min.js
11:7:0	ext: .JS
11:7:18	Request file: /@@MENU@@_page_000.html?SESSIONKEY=74396
11:7:18	filename: c:\projectes\Maoni\Maoni\protected\@@MENU@@_page_000.html
11:7:18	ext: .HTML
11:7:18	Request file: /vendors/bootstrap/dist/css/bootstrap.min.css
11:7:18	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap\dist\css\bootstrap.min.css
11:7:18	ext: .CSS
11:7:18	ext: .CSS
11:7:18	filename: c:\projectes\Maoni\Maoni\protected\vendors\font-awesome\css\font-awesome.min.css
11:7:18	Request file: /vendors/font-awesome/css/font-awesome.min.css
11:7:18	Request file: /vendors/iCheck/skins/flat/green.css
11:7:18	ext: .CSS
11:7:18	filename: c:\projectes\Maoni\Maoni\protected\vendors\iCheck\skins\flat\green.css
11:7:18	ext: .CSS
11:7:18	filename: c:\projectes\Maoni\Maoni\protected\css\maps\jquery-jvectormap-2.0.3.css
11:7:18	ext: .CSS
11:7:18	Request file: /vendors/select2/dist/css/select2.min.css
11:7:18	filename: c:\projectes\Maoni\Maoni\protected\vendors\select2\dist\css\select2.min.css
11:7:18	ext: .CSS
11:7:18	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap-progressbar\css\bootstrap-progressbar-3.3.4.min.css
11:7:18	Request file: /vendors/bootstrap-progressbar/css/bootstrap-progressbar-3.3.4.min.css
11:7:18	Request file: /css/maps/jquery-jvectormap-2.0.3.css
11:7:19	Request file: /css/toastr.css
11:7:19	filename: c:\projectes\Maoni\Maoni\protected\css\toastr.css
11:7:19	ext: .CSS
11:7:19	Request file: /css/custom.css
11:7:19	filename: c:\projectes\Maoni\Maoni\protected\css\custom.css
11:7:19	ext: .CSS
11:7:19	Request file: /vendors/jquery/dist/jquery.min.js
11:7:19	filename: c:\projectes\Maoni\Maoni\protected\vendors\jquery\dist\jquery.min.js
11:7:19	ext: .JS
11:7:19	Request file: /vendors/bootstrap/dist/js/bootstrap.min.js
11:7:19	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap\dist\js\bootstrap.min.js
11:7:19	ext: .JS
11:7:19	Request file: /vendors/parsleyjs/dist/parsley.min.js
11:7:19	filename: c:\projectes\Maoni\Maoni\protected\vendors\parsleyjs\dist\parsley.min.js
11:7:19	ext: .JS
11:7:19	Request file: /js/toastr.js
11:7:19	ext: .JS
11:7:19	filename: c:\projectes\Maoni\Maoni\protected\js\toastr.js
11:7:19	Request file: /js/moment/moment.min.js
11:7:19	filename: c:\projectes\Maoni\Maoni\protected\js\moment\moment.min.js
11:7:19	ext: .JS
11:7:19	Request file: /js/datepicker/daterangepicker.js
11:7:19	ext: .JS
11:7:19	filename: c:\projectes\Maoni\Maoni\protected\js\datepicker\daterangepicker.js
11:7:19	Request file: /vendors/select2/dist/js/select2.full.min.js
11:7:19	filename: c:\projectes\Maoni\Maoni\protected\vendors\select2\dist\js\select2.full.min.js
11:7:19	ext: .JS
11:7:19	Request file: /js/custom.js
11:7:19	Request file: /js/lib.js
11:7:19	filename: c:\projectes\Maoni\Maoni\protected\js\lib.js
11:7:19	ext: .JS
11:7:19	Request file: /img/logoGo.png
11:7:19	filename: c:\projectes\Maoni\Maoni\protected\img\logoGo.png
11:7:19	ext: .JS
11:7:19	ext: .PNG
11:7:19	filename: c:\projectes\Maoni\Maoni\protected\js\custom.js
11:7:19	Request file: /images/img.jpg
11:7:19	filename: c:\projectes\Maoni\Maoni\protected\images\img.jpg
11:7:19	ext: .JPG
11:7:19	filename: c:\projectes\Maoni\Maoni\protected\vendors\jquery\dist\jquery.min.js
11:7:19	ext: .JS
11:7:19	Request file: /vendors/jquery/dist/jquery.min.js
11:8:43	Request file: /@@MENU@@_page_000.html?SESSIONKEY=74396
11:8:43	filename: c:\projectes\Maoni\Maoni\protected\@@MENU@@_page_000.html
11:8:43	ext: .HTML
11:8:43	Request file: /vendors/bootstrap/dist/css/bootstrap.min.css
11:8:43	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap\dist\css\bootstrap.min.css
11:8:43	ext: .CSS
11:8:43	Request file: /vendors/font-awesome/css/font-awesome.min.css
11:8:43	filename: c:\projectes\Maoni\Maoni\protected\vendors\font-awesome\css\font-awesome.min.css
11:8:43	ext: .CSS
11:8:43	Request file: /vendors/iCheck/skins/flat/green.css
11:8:43	filename: c:\projectes\Maoni\Maoni\protected\vendors\iCheck\skins\flat\green.css
11:8:43	ext: .CSS
11:8:43	Request file: /vendors/bootstrap-progressbar/css/bootstrap-progressbar-3.3.4.min.css
11:8:43	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap-progressbar\css\bootstrap-progressbar-3.3.4.min.css
11:8:43	ext: .CSS
11:8:43	Request file: /css/maps/jquery-jvectormap-2.0.3.css
11:8:43	ext: .CSS
11:8:43	filename: c:\projectes\Maoni\Maoni\protected\css\maps\jquery-jvectormap-2.0.3.css
11:8:43	Request file: /vendors/select2/dist/css/select2.min.css
11:8:43	filename: c:\projectes\Maoni\Maoni\protected\vendors\select2\dist\css\select2.min.css
11:8:43	ext: .CSS
11:8:43	Request file: /css/toastr.css
11:8:43	filename: c:\projectes\Maoni\Maoni\protected\css\toastr.css
11:8:43	ext: .CSS
11:8:43	Request file: /css/custom.css
11:8:43	filename: c:\projectes\Maoni\Maoni\protected\css\custom.css
11:8:43	ext: .CSS
11:8:43	Request file: /vendors/jquery/dist/jquery.min.js
11:8:43	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap\dist\js\bootstrap.min.js
11:8:43	filename: c:\projectes\Maoni\Maoni\protected\vendors\jquery\dist\jquery.min.js
11:8:43	Request file: /vendors/parsleyjs/dist/parsley.min.js
11:8:43	ext: .JS
11:8:43	Request file: /vendors/bootstrap/dist/js/bootstrap.min.js
11:8:43	filename: c:\projectes\Maoni\Maoni\protected\vendors\parsleyjs\dist\parsley.min.js
11:8:43	ext: .JS
11:8:43	filename: c:\projectes\Maoni\Maoni\protected\js\toastr.js
11:8:43	ext: .JS
11:8:43	ext: .JS
11:8:43	Request file: /js/toastr.js
11:8:43	Request file: /js/moment/moment.min.js
11:8:43	ext: .JS
11:8:43	filename: c:\projectes\Maoni\Maoni\protected\js\moment\moment.min.js
11:8:43	Request file: /js/datepicker/daterangepicker.js
11:8:43	filename: c:\projectes\Maoni\Maoni\protected\js\datepicker\daterangepicker.js
11:8:43	ext: .JS
11:8:43	Request file: /vendors/select2/dist/js/select2.full.min.js
11:8:43	filename: c:\projectes\Maoni\Maoni\protected\vendors\select2\dist\js\select2.full.min.js
11:8:43	ext: .JS
11:8:43	Request file: /js/custom.js
11:8:43	filename: c:\projectes\Maoni\Maoni\protected\js\custom.js
11:8:43	ext: .JS
11:8:43	Request file: /js/lib.js
11:8:43	filename: c:\projectes\Maoni\Maoni\protected\js\lib.js
11:8:43	ext: .JS
11:8:43	Request file: /img/logoGo.png
11:8:43	ext: .PNG
11:8:43	filename: c:\projectes\Maoni\Maoni\protected\img\logoGo.png
11:8:43	Request file: /images/img.jpg
11:8:43	filename: c:\projectes\Maoni\Maoni\protected\images\img.jpg
11:8:43	ext: .JPG
11:8:44	Request file: /vendors/jquery/dist/jquery.min.js
11:8:44	filename: c:\projectes\Maoni\Maoni\protected\vendors\jquery\dist\jquery.min.js
11:8:44	ext: .JS
11:9:42	Request file: /@@MENU@@_page_000.html?SESSIONKEY=74396
11:9:42	filename: c:\projectes\Maoni\Maoni\protected\@@MENU@@_page_000.html
11:9:42	ext: .HTML
11:9:42	Request file: /vendors/bootstrap/dist/css/bootstrap.min.css
11:9:42	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap\dist\css\bootstrap.min.css
11:9:42	ext: .CSS
11:9:42	Request file: /vendors/font-awesome/css/font-awesome.min.css
11:9:42	ext: .CSS
11:9:42	filename: c:\projectes\Maoni\Maoni\protected\vendors\font-awesome\css\font-awesome.min.css
11:9:42	Request file: /vendors/iCheck/skins/flat/green.css
11:9:42	ext: .CSS
11:9:42	filename: c:\projectes\Maoni\Maoni\protected\vendors\iCheck\skins\flat\green.css
11:9:42	Request file: /vendors/bootstrap-progressbar/css/bootstrap-progressbar-3.3.4.min.css
11:9:42	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap-progressbar\css\bootstrap-progressbar-3.3.4.min.css
11:9:42	ext: .CSS
11:9:42	filename: c:\projectes\Maoni\Maoni\protected\css\maps\jquery-jvectormap-2.0.3.css
11:9:42	Request file: /css/maps/jquery-jvectormap-2.0.3.css
11:9:42	ext: .CSS
11:9:42	Request file: /vendors/select2/dist/css/select2.min.css
11:9:42	filename: c:\projectes\Maoni\Maoni\protected\vendors\select2\dist\css\select2.min.css
11:9:42	ext: .CSS
11:9:42	Request file: /css/toastr.css
11:9:42	filename: c:\projectes\Maoni\Maoni\protected\css\toastr.css
11:9:42	ext: .CSS
11:9:42	Request file: /css/custom.css
11:9:42	filename: c:\projectes\Maoni\Maoni\protected\css\custom.css
11:9:42	ext: .CSS
11:9:42	Request file: /vendors/jquery/dist/jquery.min.js
11:9:42	filename: c:\projectes\Maoni\Maoni\protected\vendors\jquery\dist\jquery.min.js
11:9:42	ext: .JS
11:9:42	Request file: /vendors/bootstrap/dist/js/bootstrap.min.js
11:9:42	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap\dist\js\bootstrap.min.js
11:9:42	ext: .JS
11:9:42	Request file: /vendors/parsleyjs/dist/parsley.min.js
11:9:42	filename: c:\projectes\Maoni\Maoni\protected\vendors\parsleyjs\dist\parsley.min.js
11:9:42	ext: .JS
11:9:43	Request file: /js/toastr.js
11:9:43	filename: c:\projectes\Maoni\Maoni\protected\js\toastr.js
11:9:43	ext: .JS
11:9:43	Request file: /js/moment/moment.min.js
11:9:43	filename: c:\projectes\Maoni\Maoni\protected\js\moment\moment.min.js
11:9:43	ext: .JS
11:9:43	Request file: /js/datepicker/daterangepicker.js
11:9:43	filename: c:\projectes\Maoni\Maoni\protected\js\datepicker\daterangepicker.js
11:9:43	ext: .JS
11:9:43	filename: c:\projectes\Maoni\Maoni\protected\vendors\select2\dist\js\select2.full.min.js
11:9:43	Request file: /vendors/select2/dist/js/select2.full.min.js
11:9:43	ext: .JS
11:9:43	Request file: /js/custom.js
11:9:43	filename: c:\projectes\Maoni\Maoni\protected\js\custom.js
11:9:43	ext: .JS
11:9:43	Request file: /js/lib.js
11:9:43	filename: c:\projectes\Maoni\Maoni\protected\js\lib.js
11:9:43	ext: .JS
11:9:43	Request file: /img/logoGo.png
11:9:43	filename: c:\projectes\Maoni\Maoni\protected\img\logoGo.png
11:9:43	ext: .PNG
11:9:43	Request file: /images/img.jpg
11:9:43	filename: c:\projectes\Maoni\Maoni\protected\images\img.jpg
11:9:43	ext: .JPG
11:9:43	Request file: /vendors/jquery/dist/jquery.min.js
11:9:43	ext: .JS
11:9:43	filename: c:\projectes\Maoni\Maoni\protected\vendors\jquery\dist\jquery.min.js
11:11:50	Request file: /@@MENU@@_page_000.html?SESSIONKEY=74396
11:11:50	filename: c:\projectes\Maoni\Maoni\protected\@@MENU@@_page_000.html
11:11:50	ext: .HTML
11:11:50	Request file: /vendors/bootstrap/dist/css/bootstrap.min.css
11:11:50	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap\dist\css\bootstrap.min.css
11:11:50	ext: .CSS
11:11:50	Request file: /vendors/font-awesome/css/font-awesome.min.css
11:11:50	filename: c:\projectes\Maoni\Maoni\protected\vendors\font-awesome\css\font-awesome.min.css
11:11:50	ext: .CSS
11:11:50	Request file: /vendors/bootstrap-progressbar/css/bootstrap-progressbar-3.3.4.min.css
11:11:50	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap-progressbar\css\bootstrap-progressbar-3.3.4.min.css
11:11:50	ext: .CSS
11:11:50	Request file: /vendors/iCheck/skins/flat/green.css
11:11:50	filename: c:\projectes\Maoni\Maoni\protected\vendors\iCheck\skins\flat\green.css
11:11:50	ext: .CSS
11:11:50	Request file: /css/maps/jquery-jvectormap-2.0.3.css
11:11:50	filename: c:\projectes\Maoni\Maoni\protected\css\maps\jquery-jvectormap-2.0.3.css
11:11:50	ext: .CSS
11:11:50	Request file: /vendors/select2/dist/css/select2.min.css
11:11:50	filename: c:\projectes\Maoni\Maoni\protected\vendors\select2\dist\css\select2.min.css
11:11:50	ext: .CSS
11:11:50	Request file: /css/toastr.css
11:11:50	filename: c:\projectes\Maoni\Maoni\protected\css\toastr.css
11:11:50	ext: .CSS
11:11:50	Request file: /css/custom.css
11:11:50	filename: c:\projectes\Maoni\Maoni\protected\css\custom.css
11:11:50	ext: .CSS
11:11:50	Request file: /vendors/jquery/dist/jquery.min.js
11:11:50	filename: c:\projectes\Maoni\Maoni\protected\vendors\jquery\dist\jquery.min.js
11:11:50	ext: .JS
11:11:50	Request file: /vendors/bootstrap/dist/js/bootstrap.min.js
11:11:50	ext: .JS
11:11:50	filename: c:\projectes\Maoni\Maoni\protected\vendors\bootstrap\dist\js\bootstrap.min.js
11:11:50	Request file: /vendors/parsleyjs/dist/parsley.min.js
11:11:50	filename: c:\projectes\Maoni\Maoni\protected\vendors\parsleyjs\dist\parsley.min.js
11:11:50	ext: .JS
11:11:50	Request file: /js/toastr.js
11:11:50	filename: c:\projectes\Maoni\Maoni\protected\js\toastr.js
11:11:50	ext: .JS
11:11:50	Request file: /js/moment/moment.min.js
11:11:50	filename: c:\projectes\Maoni\Maoni\protected\js\moment\moment.min.js
11:11:50	ext: .JS
11:11:50	Request file: /js/datepicker/daterangepicker.js
11:11:50	filename: c:\projectes\Maoni\Maoni\protected\js\datepicker\daterangepicker.js
11:11:50	ext: .JS
11:11:50	Request file: /vendors/select2/dist/js/select2.full.min.js
11:11:50	filename: c:\projectes\Maoni\Maoni\protected\vendors\select2\dist\js\select2.full.min.js
11:11:50	ext: .JS
11:11:50	filename: c:\projectes\Maoni\Maoni\protected\js\custom.js
11:11:50	Request file: /js/custom.js
11:11:50	ext: .JS
11:11:50	Request file: /js/lib.js
11:11:50	filename: c:\projectes\Maoni\Maoni\protected\js\lib.js
11:11:50	ext: .JS
